Historical Marker Id	Name of the Marker	County	Dedicated Year	Dedicated Month	Dedicated Day Date	Marker Type	Location Description	Marker Description	Status	Longitude	Latitude	Category	Category Counter	LAT/LONG Location
1372	Gettysburg Campaign	Cumberland	1947	7	29	Roadside	Walnut Bottom Rd. (SR 3023), .5 mile SW of Carlisle near I-81	June 27, 1863, Gen. Ewell's Confederate army, marching over this road toward Harrisburg, reached Carlisle; Jenkins' cavalry went on to reconnoiter. On June 29, Lee ordered Ewell to join the main army at Cashtown.		-77.205	40.1882	Civil War	1	(40.1882, -77.205)
1372	Gettysburg Campaign	Cumberland	1947	7	29	Roadside	Walnut Bottom Rd. (SR 3023), .5 mile SW of Carlisle near I-81	June 27, 1863, Gen. Ewell's Confederate army, marching over this road toward Harrisburg, reached Carlisle; Jenkins' cavalry went on to reconnoiter. On June 29, Lee ordered Ewell to join the main army at Cashtown.		-77.205	40.1882	Military	2	(40.1882, -77.205)
1373	Gettysburg Campaign	Cumberland	1963	6	28	Roadside	3025 Market St., Camp Hill	Farthest advance of a body of Confederate troops toward Harrisburg. Southern units under General A.G. Jenkins of Ewell's Corps reached Oyster Point on June 28, 1863. On the next day defending militia faced them here in a skirmish in which both sides suffered casualties.		-76.9324	40.24	Civil War	1	(40.24, -76.9324)
1373	Gettysburg Campaign	Cumberland	1963	6	28	Roadside	3025 Market St., Camp Hill	Farthest advance of a body of Confederate troops toward Harrisburg. Southern units under General A.G. Jenkins of Ewell's Corps reached Oyster Point on June 28, 1863. On the next day defending militia faced them here in a skirmish in which both sides suffered casualties.		-76.9324	40.24	Military	2	(40.24, -76.9324)
1374	Green Tree Inn	Cumberland	1949	11	30	City	S. Hanover St. between Pomfret & High Sts., Carlisle	In 1753, Benjamin Franklin stayed at inn on this site while he, Richard Peters, and Isaac Norris treated with Indians. Hamilton and Knox, members of Washington's cabinet, lodged here in 1794.		-77.1894	40.2009	Business & Industry	1	(40.2009, -77.1894)
1374	Green Tree Inn	Cumberland	1949	11	30	City	S. Hanover St. between Pomfret & High Sts., Carlisle	In 1753, Benjamin Franklin stayed at inn on this site while he, Richard Peters, and Isaac Norris treated with Indians. Hamilton and Knox, members of Washington's cabinet, lodged here in 1794.		-77.1894	40.2009	George Washington	2	(40.2009, -77.1894)
1374	Green Tree Inn	Cumberland	1949	11	30	City	S. Hanover St. between Pomfret & High Sts., Carlisle	In 1753, Benjamin Franklin stayed at inn on this site while he, Richard Peters, and Isaac Norris treated with Indians. Hamilton and Knox, members of Washington's cabinet, lodged here in 1794.		-77.1894	40.2009	Native American	3	(40.2009, -77.1894)
1374	Green Tree Inn	Cumberland	1949	11	30	City	S. Hanover St. between Pomfret & High Sts., Carlisle	In 1753, Benjamin Franklin stayed at inn on this site while he, Richard Peters, and Isaac Norris treated with Indians. Hamilton and Knox, members of Washington's cabinet, lodged here in 1794.		-77.1894	40.2009	Inns & Taverns	4	(40.2009, -77.1894)
1375	John Bannister Gibson	Cumberland	1949	11	30	City	E. High St. between Hanover & Bedford Sts., Carlisle	Distinguished jurist and author of legal books, lived in this house from about 1820 until his death, 1853; Chief Justice of the Supreme Court of Pennsylvania for 24 years of his 37 years membership.		-77.1879	40.2014	Government & Politics	1	(40.2014, -77.1879)
1375	John Bannister Gibson	Cumberland	1949	11	30	City	E. High St. between Hanover & Bedford Sts., Carlisle	Distinguished jurist and author of legal books, lived in this house from about 1820 until his death, 1853; Chief Justice of the Supreme Court of Pennsylvania for 24 years of his 37 years membership.		-77.1879	40.2014	Government & Politics 19th Century	2	(40.2014, -77.1879)
1375	John Bannister Gibson	Cumberland	1949	11	30	City	E. High St. between Hanover & Bedford Sts., Carlisle	Distinguished jurist and author of legal books, lived in this house from about 1820 until his death, 1853; Chief Justice of the Supreme Court of Pennsylvania for 24 years of his 37 years membership.		-77.1879	40.2014	Professions & Vocations	3	(40.2014, -77.1879)
1375	John Bannister Gibson	Cumberland	1949	11	30	City	E. High St. between Hanover & Bedford Sts., Carlisle	Distinguished jurist and author of legal books, lived in this house from about 1820 until his death, 1853; Chief Justice of the Supreme Court of Pennsylvania for 24 years of his 37 years membership.		-77.1879	40.2014	Writers	4	(40.2014, -77.1879)
1377	Summerseat	Bucks	1949	1	27	Roadside	At site, Legion Ave. between Clymer & Hillcrest Ave., Morrisville	Washington's headquarters Dec. 8-14, 1776. Built in 1773 by Thomas Barkley; restored in 1931. Owners included Robert Morris and George Clymer. Located at Legion and Clymer Aves.		-74.7798	40.208	American Revolution	1	(40.208, -74.7798)
1377	Summerseat	Bucks	1949	1	27	Roadside	At site, Legion Ave. between Clymer & Hillcrest Ave., Morrisville	Washington's headquarters Dec. 8-14, 1776. Built in 1773 by Thomas Barkley; restored in 1931. Owners included Robert Morris and George Clymer. Located at Legion and Clymer Aves.		-74.7798	40.208	George Washington	2	(40.208, -74.7798)
1377	Summerseat	Bucks	1949	1	27	Roadside	At site, Legion Ave. between Clymer & Hillcrest Ave., Morrisville	Washington's headquarters Dec. 8-14, 1776. Built in 1773 by Thomas Barkley; restored in 1931. Owners included Robert Morris and George Clymer. Located at Legion and Clymer Aves.		-74.7798	40.208	Military	3	(40.208, -74.7798)
1378	Treasure Island Reservation	Bucks	1989	6	25	Roadside	River Rd. (PA 32) betweeen Smithtown and E Dark Hollow Rds., 3.5 miles N of Point Pleasant (pking pull-off across rd. just N of marker)	Consisting of Treasure Island and Marshall Island. Home to one of the nation's oldest Boy Scout camps, established by the Philadelphia Council, B.S.A., in 1913. Birthplace of the Order of the Arrow, a national campers' honor society founded upon Native American traditions. Its Unami Lodge No. 1 was created here in 1915 by the camp's first director, E. Urner Goodman, and his assistant, Carroll A. Edson.		-75.0697	40.471	Education	1	(40.471, -75.0697)
1378	Treasure Island Reservation	Bucks	1989	6	25	Roadside	River Rd. (PA 32) betweeen Smithtown and E Dark Hollow Rds., 3.5 miles N of Point Pleasant (pking pull-off across rd. just N of marker)	Consisting of Treasure Island and Marshall Island. Home to one of the nation's oldest Boy Scout camps, established by the Philadelphia Council, B.S.A., in 1913. Birthplace of the Order of the Arrow, a national campers' honor society founded upon Native American traditions. Its Unami Lodge No. 1 was created here in 1915 by the camp's first director, E. Urner Goodman, and his assistant, Carroll A. Edson.		-75.0697	40.471	Native American	2	(40.471, -75.0697)
1378	Treasure Island Reservation	Bucks	1989	6	25	Roadside	River Rd. (PA 32) betweeen Smithtown and E Dark Hollow Rds., 3.5 miles N of Point Pleasant (pking pull-off across rd. just N of marker)	Consisting of Treasure Island and Marshall Island. Home to one of the nation's oldest Boy Scout camps, established by the Philadelphia Council, B.S.A., in 1913. Birthplace of the Order of the Arrow, a national campers' honor society founded upon Native American traditions. Its Unami Lodge No. 1 was created here in 1915 by the camp's first director, E. Urner Goodman, and his assistant, Carroll A. Edson.		-75.0697	40.471	Sports & Recreation	3	(40.471, -75.0697)
1379	Walking Purchase	Bucks	1949	1	10	Roadside	Durham Rd. (PA 413) near Penn Park Rd., Wrightstown	Measured 1737, according to a supposed Indian deed of 1686, granting lands extending a day-and-a-half walk. Using picked men to push this distance to its limit, Thomas Penn reversed his father's Indian policy, losing Indian friendship.	Missing			Government & Politics	1	
1379	Walking Purchase	Bucks	1949	1	10	Roadside	Durham Rd. (PA 413) near Penn Park Rd., Wrightstown	Measured 1737, according to a supposed Indian deed of 1686, granting lands extending a day-and-a-half walk. Using picked men to push this distance to its limit, Thomas Penn reversed his father's Indian policy, losing Indian friendship.	Missing			Government & Politics 17th Century	2	
1379	Walking Purchase	Bucks	1949	1	10	Roadside	Durham Rd. (PA 413) near Penn Park Rd., Wrightstown	Measured 1737, according to a supposed Indian deed of 1686, granting lands extending a day-and-a-half walk. Using picked men to push this distance to its limit, Thomas Penn reversed his father's Indian policy, losing Indian friendship.	Missing			Native American	3	
1380	Walking Purchase	Bucks	1949	1	7	Roadside	Durham Rd. (PA 413) at meetinghouse near Penns Park Rd., Wrightstown	Starting here at sunrise, Sept. 19, 1737, Marshall, Yeates, and Jennings set out on the Indian Walk. In one and a half days, Edward Marshall reached a point beyond present Mauch Chunk, some 65 miles to the north and west.		-74.9826	40.2665	Government & Politics	1	(40.2665, -74.9826)
1380	Walking Purchase	Bucks	1949	1	7	Roadside	Durham Rd. (PA 413) at meetinghouse near Penns Park Rd., Wrightstown	Starting here at sunrise, Sept. 19, 1737, Marshall, Yeates, and Jennings set out on the Indian Walk. In one and a half days, Edward Marshall reached a point beyond present Mauch Chunk, some 65 miles to the north and west.		-74.9826	40.2665	Government & Politics 18th Century	2	(40.2665, -74.9826)
1380	Walking Purchase	Bucks	1949	1	7	Roadside	Durham Rd. (PA 413) at meetinghouse near Penns Park Rd., Wrightstown	Starting here at sunrise, Sept. 19, 1737, Marshall, Yeates, and Jennings set out on the Indian Walk. In one and a half days, Edward Marshall reached a point beyond present Mauch Chunk, some 65 miles to the north and west.		-74.9826	40.2665	Native American	3	(40.2665, -74.9826)
1382	Walking Purchase	Bucks	1949	1	4	Roadside	Easton Rd. (PA 611) near Durham and S Park Rds., at N end of Ottsville 	Solomon Jennings, one of the three walkers, fell out of the race near here, having covered about 19 miles from Wrightstown.  He followed the others to a point near his home on the Lehigh River.		-75.1658	40.4787	Government & Politics	1	(40.4787, -75.1658)
1382	Walking Purchase	Bucks	1949	1	4	Roadside	Easton Rd. (PA 611) near Durham and S Park Rds., at N end of Ottsville 	Solomon Jennings, one of the three walkers, fell out of the race near here, having covered about 19 miles from Wrightstown.  He followed the others to a point near his home on the Lehigh River.		-75.1658	40.4787	Government & Politics 18th Century	2	(40.4787, -75.1658)
1382	Walking Purchase	Bucks	1949	1	4	Roadside	Easton Rd. (PA 611) near Durham and S Park Rds., at N end of Ottsville 	Solomon Jennings, one of the three walkers, fell out of the race near here, having covered about 19 miles from Wrightstown.  He followed the others to a point near his home on the Lehigh River.		-75.1658	40.4787	Native American	3	(40.4787, -75.1658)
1383	Washington Crossing	Bucks	1947	11	17	Roadside	River Rd. (PA 32) at Washington Crossing Pk, about 1/2 mile N of visitor's ctr. on W side of rd.	Here Washington and his men braved ice and sleet Christmas night, 1776, to cross the Delaware and to surprise and defeat the Hessians at Trenton. The victory gave new life to the patriot cause.		-74.8791	40.3018	American Revolution	1	(40.3018, -74.8791)
1383	Washington Crossing	Bucks	1947	11	17	Roadside	River Rd. (PA 32) at Washington Crossing Pk, about 1/2 mile N of visitor's ctr. on W side of rd.	Here Washington and his men braved ice and sleet Christmas night, 1776, to cross the Delaware and to surprise and defeat the Hessians at Trenton. The victory gave new life to the patriot cause.		-74.8791	40.3018	George Washington	2	(40.3018, -74.8791)
1383	Washington Crossing	Bucks	1947	11	17	Roadside	River Rd. (PA 32) at Washington Crossing Pk, about 1/2 mile N of visitor's ctr. on W side of rd.	Here Washington and his men braved ice and sleet Christmas night, 1776, to cross the Delaware and to surprise and defeat the Hessians at Trenton. The victory gave new life to the patriot cause.		-74.8791	40.3018	Military	3	(40.3018, -74.8791)
1444	Fort LeBoeuf Memorial	Erie	1951	9	19	Roadside	at Judson Hs., S High St. (US 19) just S of 1st St., Waterford	The Judson House, built in 1820, stands on the site of the old French fort. This was the scene of Washington's first public mission.		-79.9829	41.9403	French & Indian War	2	(41.9403, -79.9829)
1384	Butler County	Butler	1982	6	11	City	County Courthouse, Main St. (Pa. 8), Butler	Formed March 12, 1800, from Allegheny County. Named for Gen. Richard Butler, Revolutionary officer. A young George Washington had crossed this area, 1753. County seat was established at Butler in 1803, and the county was home of the Harmony Society, 1804-15.		-79.8954	40.8586	George Washington	1	(40.8586, -79.8954)
1384	Butler County	Butler	1982	6	11	City	County Courthouse, Main St. (Pa. 8), Butler	Formed March 12, 1800, from Allegheny County. Named for Gen. Richard Butler, Revolutionary officer. A young George Washington had crossed this area, 1753. County seat was established at Butler in 1803, and the county was home of the Harmony Society, 1804-15.		-79.8954	40.8586	Government & Politics	2	(40.8586, -79.8954)
1384	Butler County	Butler	1982	6	11	City	County Courthouse, Main St. (Pa. 8), Butler	Formed March 12, 1800, from Allegheny County. Named for Gen. Richard Butler, Revolutionary officer. A young George Washington had crossed this area, 1753. County seat was established at Butler in 1803, and the county was home of the Harmony Society, 1804-15.		-79.8954	40.8586	Government & Politics 19th Century	3	(40.8586, -79.8954)
1384	Butler County	Butler	1982	6	11	City	County Courthouse, Main St. (Pa. 8), Butler	Formed March 12, 1800, from Allegheny County. Named for Gen. Richard Butler, Revolutionary officer. A young George Washington had crossed this area, 1753. County seat was established at Butler in 1803, and the county was home of the Harmony Society, 1804-15.		-79.8954	40.8586	Religion	4	(40.8586, -79.8954)
1385	Harmonist Cemetery	Butler	1947	10	3	Roadside	Pa. 68 in Harmony	Burial place of Harmonist Society, 1805-15. Graves were not marked. The stone wall was built in 1869, after the Harmonists had returned from Indiana and settled at Old Economy, in Beaver County.		-80.1237	40.8018	Religion	1	(40.8018, -80.1237)
1386	Harmony	Butler	1947	10	3	Roadside	Main St. at Mercer St. in Harmony	First home of Harmony Society, founded 1804, by George Rapp and German followers. In 1814 moved to New Harmony, Indiana, and settled at Economy in present Ambridge, Beaver County, in 1825.		-80.1278	40.8027	Religion	1	(40.8027, -80.1278)
1387	Invention of the Jeep	Butler	1993	10	17	Roadside	Hansen Ave. in Butler	In September 1940 a team headed by Karl Probst delivered to the U.S. Army a prototype for the World War II jeep. This small, four-wheel drive vehicle was produced by the American Bantam Car Co., located one block east. Here, Bantam manufactured 2,675 jeeps. Although larger companies ultimately received the chief wartime orders, it was Bantam--in cooperation with the Army--that originally created the jeep.		-79.9116	40.8571	Business & Industry	1	(40.8571, -79.9116)
